274,274,274,274,274,192,145,265,266,265,143,144,145,268,265,264,264,176,177,178,264,268,267,267,266,176,177,178,266,264,266,265,264,265,265,264,266,265,266,267,266,264,268,176,178,266,264,267,267,268,265,266,165,252,274,274,274
274,274,274,274,274,272,192,145,264,264,165,272,167,264,264,267,266,176,243,203,155,155,155,155,155,204,243,178,265,266,143,144,144,144,144,144,144,144,145,266,264,267,264,176,178,265,267,264,265,265,267,265,165,274,274,274,274
274,252,274,274,274,274,274,192,145,267,187,188,189,267,264,268,265,176,243,177,177,177,177,177,177,177,177,178,266,268,165,270,166,166,166,271,166,273,167,267,265,268,267,176,203,156,268,266,265,268,264,267,165,274,274,274,274
274,274,252,274,274,274,274,274,192,145,266,267,264,266,265,265,267,176,177,181,199,199,199,199,199,199,199,200,266,266,165,166,252,166,166,166,271,274,167,267,264,267,154,204,177,203,156,267,266,264,264,143,193,270,274,274,274
274,274,274,274,274,274,274,274,274,167,264,266,265,154,155,155,155,204,177,178,143,144,144,144,144,144,144,145,266,268,165,166,166,166,270,166,274,170,189,266,268,266,176,243,243,242,203,268,265,264,268,165,274,274,271,274,274
274,274,274,274,274,274,274,271,274,167,266,264,264,176,177,177,177,177,242,178,165,274,274,274,274,274,274,167,266,267,165,166,166,166,166,271,166,167,266,265,264,265,176,177,286,287,288,266,265,143,144,193,274,274,271,274,274
274,274,274,274,274,274,274,274,274,167,268,268,264,176,243,178,198,199,199,200,165,274,252,252,274,274,274,167,266,264,165,272,274,166,274,166,166,167,267,267,264,267,143,144,312,314,310,144,144,193,274,274,274,271,271,274,274
274,274,274,274,274,274,274,274,273,167,267,267,267,176,177,178,268,266,267,143,193,274,274,274,274,271,274,167,266,267,165,166,166,274,166,166,170,189,265,266,267,264,165,274,334,336,310,271,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,170,189,266,268,268,176,177,178,265,266,267,165,272,274,274,274,274,274,274,167,266,267,165,166,270,166,166,166,167,268,264,268,264,143,193,271,312,377,310,274,252,38,56,56,56,39,274,274,274
274,274,274,274,274,274,274,274,167,266,267,265,266,176,177,178,267,264,266,165,274,274,274,274,274,274,271,192,145,265,187,188,188,188,188,188,189,267,265,264,143,193,271,38,356,331,332,56,56,57,110,114,114,33,274,274,274
274,274,274,274,273,274,274,274,167,267,267,264,265,176,242,178,265,268,265,165,274,274,274,273,274,274,274,274,167,268,265,264,265,265,264,264,268,267,265,143,193,274,274,35,114,111,110,110,114,113,110,112,111,33,274,274,274
274,274,274,274,274,274,274,274,167,265,267,268,266,176,177,178,267,264,264,165,274,274,274,274,274,274,274,271,167,268,264,265,264,265,265,268,267,267,143,193,274,252,38,57,110,1610612804,111,111,111,112,110,114,113,33,274,274,274
274,274,274,274,274,274,274,274,167,264,267,267,267,176,177,178,266,266,265,165,274,274,272,274,274,274,274,274,167,264,268,266,266,267,266,264,264,265,165,274,274,38,57,111,113,1610612803,113,110,111,112,112,110,114,33,252,274,274
274,274,274,274,274,274,274,170,189,267,267,267,267,176,177,178,268,268,265,165,274,272,274,274,274,274,274,274,192,145,268,266,266,268,267,264,266,268,165,274,38,57,111,113,112,1610612803,110,89,113,110,110,113,110,33,274,274,274
270,274,274,274,274,274,274,167,267,267,265,268,266,176,177,178,268,266,266,165,272,274,274,274,274,274,274,274,274,192,145,265,267,265,268,265,264,143,193,274,35,111,113,88,112,1610612803,110,11,12,13,113,110,110,33,274,274,274
274,270,274,274,274,274,274,167,264,267,267,266,265,176,177,178,268,268,268,165,274,274,274,274,274,274,274,274,274,252,192,145,268,266,265,266,267,165,274,274,35,111,114,113,113,1610612803,110,33,34,35,110,110,112,33,274,274,274
274,274,274,274,274,274,274,167,268,267,264,265,266,176,243,178,268,264,265,165,274,274,274,274,274,273,274,274,274,274,274,167,265,267,266,265,268,165,272,274,35,112,112,110,113,1610612803,112,55,56,57,111,113,111,55,39,274,274
274,274,274,274,274,274,252,167,265,267,265,265,267,176,177,178,265,267,267,165,274,274,274,274,274,274,274,274,274,274,274,167,265,265,264,265,264,165,274,274,35,114,110,111,110,1610612803,112,113,110,114,113,89,113,113,55,39,274
274,274,274,274,274,274,274,167,264,267,266,265,268,198,199,200,265,268,143,193,271,274,274,274,274,274,274,274,274,274,274,167,268,264,266,266,265,165,274,274,35,110,114,114,111,70,67,67,7,110,111,114,113,110,114,33,274
274,274,274,274,274,274,274,192,145,265,266,266,268,154,155,156,266,267,165,274,270,274,274,274,274,274,274,274,274,274,274,167,265,266,267,264,266,165,274,274,35,110,112,88,112,111,111,111,1610612803,113,110,114,88,114,112,33,274
274,274,274,274,274,270,274,274,167,268,267,264,267,176,177,178,266,268,165,274,274,274,274,274,274,274,274,274,274,274,274,167,264,268,267,267,264,165,274,274,35,111,111,114,111,113,113,110,1610612803,111,113,112,110,110,114,33,274
274,274,274,274,274,274,274,271,167,264,265,266,264,198,199,200,267,143,193,274,274,274,274,274,274,274,270,274,274,274,274,192,145,265,267,264,264,165,274,274,35,113,113,111,113,114,112,113,1610612803,114,113,110,112,113,111,33,274
274,274,274,274,274,274,274,274,192,144,145,267,268,264,265,266,267,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274,192,144,145,265,266,165,274,274,60,12,13,114,112,111,114,110,1610612803,113,114,0,1,2,111,33,274
274,274,274,274,274,274,272,274,274,274,192,144,144,144,144,144,144,193,274,274,274,274,274,274,274,274,274,274,274,274,274,274,271,274,192,144,144,193,274,274,274,274,60,12,13,114,114,89,70,67,68,22,23,24,113,33,274
274,274,274,274,274,272,274,274,274,274,274,274,274,252,274,274,274,274,274,270,274,274,274,274,274,274,274,274,274,274,274,274,270,271,271,274,274,274,274,274,274,272,274,274,35,112,111,112,112,114,111,44,45,46,110,33,274
274,274,274,274,272,272,274,274,274,274,274,274,274,274,274,272,274,274,274,270,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,272,274,274,274,35,113,113,110,111,114,113,112,111,110,114,33,274
274,274,274,272,272,274,274,274,274,274,274,270,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,273,274,274,274,274,274,274,60,12,12,12,12,12,12,12,12,12,12,61,274
274,270,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,270,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,270,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
